seller_key,seller_state
seller_id_745e50387b674fef,PR
seller_id_748861d0e3f78b6c,SP
seller_id_749b6e3f83f9c612,SP
seller_id_749db073adb2c898,MG
seller_id_750a903d93f52ee7,SP
seller_id_753ec3a3c02a3ae3,SC
seller_id_7556f07ff85b40c1,SP
seller_id_75693e093103e893,SP
seller_id_7593f35483ff2fa2,SP
seller_id_759778162f72beab,SP
seller_id_762630a359b0d2db,RJ
seller_id_763945a8c5b0d176,SP
seller_id_763c356cb0d1fa72,SP
seller_id_7663997942b7f531,RS
seller_id_7698774d2fade922,SP
seller_id_769b55175c057336,RJ
seller_id_76a0b6cc0540ed99,MG
seller_id_76ab0d25d19eb977,SP
seller_id_76bc0545e8f6827d,SP
seller_id_76c0dfae1ccbe805,SP
seller_id_76d462cbe7adf604,SP
seller_id_76d8a7982c2f6596,SC
seller_id_771e445c49499155,MG
seller_id_772aa2774fb98d21,SP
seller_id_774d8bdfaae3eb44,SP
seller_id_77583458fcab4ad9,PR
seller_id_7767c0d14fc4d15e,PR
seller_id_778686c9aeeac925,SC
seller_id_77ed632e59f7ed6a,PR
seller_id_77f5a5ee48c58f87,MG
seller_id_77f6ac79ab4d197b,PR
seller_id_780ae9dfa8df8c0b,SP
seller_id_781484edccb0da41,SP
seller_id_7837b0330a4b255a,SP
seller_id_784ac4a009929650,SP
seller_id_785b3f0bed3e7eb3,SP
seller_id_787573e430ebbba9,SP
seller_id_7881504a6850822e,MG
seller_id_788c0a3e2f519db0,SP
seller_id_7897cdfded2d01d0,GO
seller_id_78a0da0a3273a7cc,SP
seller_id_78b51b9bc317f44b,PR
seller_id_78b8cbe83ad6c1f2,SP
seller_id_78c81f3ac7003b02,SP
seller_id_78cf1e81f6fcffeb,PR
seller_id_78d49e0554daf836,SP
seller_id_790f9ef0d70b23fb,SP
seller_id_794bcb11f2087af2,SC
seller_id_794dbc00e902feb7,SP
seller_id_7956b722ef0d96c5,SP
seller_id_797ac62fb1872e46,SC
seller_id_79848a49e133bd29,SP
seller_id_799776b98c6df166,SP
seller_id_7997cfa86016c8d1,SP
seller_id_79a431a050d506b7,PR
seller_id_79c74ae4d09b6986,SP
seller_id_79d544f80bd02186,SP
seller_id_79f3401d8d61ba51,SP
seller_id_7a0eaa631258f8dc,MG
seller_id_7a0f7fa723bfae72,SP
seller_id_7a30f053542c94c5,SP
seller_id_7a32b09c17f2507c,PR
seller_id_7a3fcae95fdc5c0d,SP
seller_id_7a46ce0bc03b66cc,MG
seller_id_7a764a0a5e5de57f,SP
seller_id_7aa56ce7c88de291,SP
seller_id_7aba6465090e5af7,SP
seller_id_7abdedde2530c7e4,MG
seller_id_7af1372a768a6d19,CE
seller_id_7af83c9915b8f723,SC
seller_id_7b2123dcd3f4f9d7,SP
seller_id_7b25939e16f5cd87,SP
seller_id_7b310f04a55eeebe,MG
seller_id_7b3e6949bbdda4c8,SP
seller_id_7b5c3bafe88b1416,SP
seller_id_7b67548378fefa32,SP
seller_id_7b70123b3a1ed755,SP
seller_id_7b8afa68027c970d,SC
seller_id_7bad038b6e71dab3,SP
seller_id_7bc6e582d9380641,DF
seller_id_7bc83977dc6cd0c4,SP
seller_id_7bd91023fb3609dd,RJ
seller_id_7c20a6440b73e61d,RJ
seller_id_7c2f776452ee3600,SP
seller_id_7c3d68099e4f280f,SP
seller_id_7c42178fe7221056,SP
seller_id_7c4d481d729bae7c,SP
seller_id_7c54aeba97a9cf69,SP
seller_id_7c7abcb87e0baa1d,SP
seller_id_7c7bb5238a0d2302,RS
seller_id_7c8ac1df8e760cf8,SP
seller_id_7cadb00eb2099fe5,SP
seller_id_7cb76bd91cf677bf,SP
seller_id_7cd1d344afee69e1,SP
seller_id_7ceb7a125f7da40f,DF
seller_id_7ceec8650f3f6962,SC
seller_id_7d0b52094f8ac156,SC
seller_id_7d168e64cc409e27,SP
seller_id_7d3e6d14ae14a737,PR
seller_id_7d61ba82fd240b2f,SP
seller_id_7d62ee3dbb94103d,PE
seller_id_7d6e2136f081221a,PR
seller_id_7d771f930a26dac3,SP
seller_id_7d8a1915118db605,SP
seller_id_7d8d2786c7522701,SP
seller_id_7dae162473e22fb9,SP
seller_id_7db50d8c4c679905,SP
seller_id_7dc2f4925da17cc4,SP
seller_id_7dce2d2670a783d6,SP
seller_id_7dd3eea85f2ea28a,SP
seller_id_7dfd48ed222cfae9,SP
seller_id_7e29ef60406af1cc,SP
seller_id_7e3d63b9981d511d,SP
seller_id_7e8788bf5ce917df,SP
seller_id_7ea56aec45343ff9,SP
seller_id_7eaff5730ec9ddfc,SP
seller_id_7ec195d9a20f1c70,SP
seller_id_7eca0b57faf154ba,SP
seller_id_7eedb0129ed37eb0,PR
seller_id_7ef7eaf00263c13a,SP
seller_id_7ef893a3dca71611,RJ
seller_id_7f00dac9fb5a8f6d,SP
seller_id_7f173167fa54bd6c,SP
seller_id_7f4fd612ad7f8fb8,RJ
seller_id_7f82b6b1385d67ae,SP
seller_id_7f8ed61826c7464d,SP
seller_id_7fcbf41ca5f19448,SP
seller_id_80218949fb41a08a,SP
seller_id_802277c61c161738,SP
seller_id_8054d87b1d9fedc4,PR
seller_id_8057b89a1aa0727d,RJ
seller_id_8071c9dee70610eb,SP
seller_id_8072690e1db49109,SC
seller_id_80949387c7e0b5a0,SC
seller_id_809e9edd8e1054d1,SP
seller_id_80a2789a727cad4b,SP
seller_id_80d880c737a33500,SP
seller_id_80e0d6bbb5e1c6cb,SP
seller_id_80e66ef05a5021f6,SP
seller_id_813328fc06dc52a4,SP
seller_id_81460bc7e65066a5,CE
seller_id_8147f1e4707f69e0,MG
seller_id_815ce0c270b7ff7d,SP
seller_id_815f34c27efe33f5,PR
seller_id_81624df7f079d28f,RJ
seller_id_8162c415d9b3b8be,SP
seller_id_816561568637add7,SP
seller_id_816d82c2bb59580e,PR
seller_id_8181cd563a88082e,SP
seller_id_8186ad2f8de83614,SP
seller_id_819d3b06d4e33cca,MG
seller_id_81bce65dec01c154,SP
seller_id_81db3f18f17d4558,PB
seller_id_81e33a7efad7e5d7,SP
seller_id_820b7c6828422266,SC
seller_id_8216d8d8cfea39ea,ES
seller_id_822bf7cb459499d2,SP
seller_id_8252518fc2d99c45,SP
seller_id_8255f4d6fe2b70be,MG
seller_id_82573c658e4d8cd9,SP
seller_id_825bbf865bed1e9f,SP
seller_id_828447efbc87df91,SP
seller_id_8285b7f5e989748f,RJ
seller_id_8288c8f9c5a76ab5,SC
seller_id_8294dd8eb5f8c290,SP
seller_id_829a6af765390d8d,SP
seller_id_829dc3cacf3db098,PR
seller_id_82a1c17695f6df36,SP
seller_id_82ab0f32995234ee,SC
seller_id_82b2c85a7a380471,SP
seller_id_82d84c627722aa39,SP
seller_id_82eadd537379d055,SP
seller_id_82f451150af7bd71,RS
seller_id_832df9fc2249885c,RJ
seller_id_832f7691bb658685,SP
seller_id_833ec96304b17804,SP
seller_id_8369553eeafe0a90,PR
seller_id_836e218fdd99a2d5,SP
seller_id_8373ed449ba72671,PR
seller_id_8376d2c9b43c7020,PR
seller_id_837a3d036557db09,SP
seller_id_8392527c245f34ee,SP
seller_id_83cd5db041c96505,SP
seller_id_83d429690cc7e854,SP
seller_id_83db1d7651336edd,ES
seller_id_840e1c292dbe3601,MG
seller_id_84277e994e9a7b85,ES
seller_id_84ca4d7f6f8a35b9,SP
seller_id_84e9c2e64035852c,SP
seller_id_84f5c3d74b4738f1,SP
seller_id_8507b9407e5c4bbc,MG
seller_id_8533e9304ed75d69,MG
seller_id_856ce39c78c8cd1a,SP
seller_id_85748f366823dc72,SP
seller_id_85a96916990729ba,SP
seller_id_85b8313c6b1a0d35,SP
seller_id_85bdd6fb4059c646,PR
seller_id_85cd080d6dee1d69,SP
seller_id_85cf3bb98d448047,RJ
seller_id_85ea7f717c306de4,SP
seller_id_8600809f3af9b711,SP
seller_id_8601d50241f439ad,PR
seller_id_8610b2bfac5868be,SP
seller_id_86285da3ea929313,SP
seller_id_862f3d8bc7ba2bb3,SP
seller_id_8632366ef10a4bc3,SC
seller_id_86425165c850a16c,SC
seller_id_864fc037145d5712,BA
seller_id_867fe860418019e5,MG
seller_id_8684bf2ee7c1449c,SP
seller_id_86add7db6970146d,MG
seller_id_86bc43d5d8612fc8,RJ
seller_id_86c1c55026d6d5ea,SP
seller_id_86c73b4339921208,PB
seller_id_86ccd59181c97b1d,SP
seller_id_86d529cea521dc47,CE
seller_id_86e0ac788311e588,SP
seller_id_86ede6c713ed8a4e,SP
seller_id_87014e6010880f7c,PR
seller_id_872bfcfb67def0f0,RS
seller_id_872f8066b6c6b724,RS
seller_id_8795eb3709ab0059,SP
seller_id_87aa8448011be8df,SP
seller_id_87c4d34cf60388d4,PR
seller_id_87c693415e0d75cf,PR
seller_id_87ffa0e94703e0a0,PE
seller_id_881d065590bb12cf,SP
seller_id_88548c327ece35f0,SP
seller_id_885a95ab871e7d35,SP
seller_id_8864ee6fcff4000d,PR
seller_id_88be6ea340ddd826,MG
seller_id_88d0d5ae9696e419,SP
seller_id_88eb9d6f4bf84fd5,SP
seller_id_88f13e9b5a9e0774,SP
seller_id_88fbefa9b087c783,PR
seller_id_88fe84f9085239be,SP
seller_id_8903841cb29e9743,PR
seller_id_890961eeaa5ed098,SC
seller_id_89183bbde7528910,SP
seller_id_892b22352aac3157,SP
seller_id_892e6a3d694021a8,SC
seller_id_894e71a187326280,SP
seller_id_895b210b3ad8b093,SP
seller_id_89652185eba857d9,SP
seller_id_899495a064f1e93d,SP
seller_id_89b8b97e066d92f6,SP
seller_id_89be118687010450,SP
seller_id_89eccc4012c93364,SC
seller_id_89f141b801ebde7e,SP
seller_id_89f640ff644771e6,PR
seller_id_8a2fa5d078452a7a,SP
seller_id_8a4044140da8bad8,SP
seller_id_8a55ffd29f48f5d6,SP
seller_id_8a5c486251a949f2,SP
seller_id_8ac90e5e8d737a0f,SP
seller_id_8ae9dae8fd8427f0,PR
seller_id_8aec84fc384b1c02,SP
seller_id_8b080752588496d1,RS
seller_id_8b168018bb791c51,SP
seller_id_8b392c26b49a1686,SP
seller_id_8b437d710faa7e1c,DF
seller_id_8b45d42aee41d8a3,SP
seller_id_8b5ff01d892cd20f,SC
seller_id_8b6259c3824810bb,SP
seller_id_8b7e34c38253819a,SC
seller_id_8b84d8708835501a,SP
seller_id_8b85ea6070e1bd34,SP
seller_id_8b8fc91542d212b0,SP
seller_id_8b96dac5e56d8f1e,MG
seller_id_8b99c72bbdd37dcd,SP
seller_id_8bc571f30760167e,PR
seller_id_8bf799e68743ee59,SP
seller_id_8bfca8a4ef9a40d4,SP
seller_id_8c08a040618e1dc6,SP
seller_id_8c37bdfcc96f777d,SC
seller_id_8c7f86fdebdcb2a2,SP
seller_id_8cbe93c890afc8d8,SP
seller_id_8cbeecd9a6ca37bd,SP
seller_id_8ce40a5888133958,SP
seller_id_8d18257c4bff0b10,RJ
seller_id_8d464ddc95cd79c6,PR
seller_id_8d4b3cf2bc7bdfd7,SP
seller_id_8d4c41bcbf5b61f2,DF
seller_id_8d5b261a71f156af,SP
seller_id_8d7835054e18b0af,SP
seller_id_8d91c3f159edcd72,SP
seller_id_8d9ac13a556137cd,SP
seller_id_8dee4e4979771b51,SP
seller_id_8e00b4d110eb56f7,RS
seller_id_8e129b89608a0ce7,SP
seller_id_8e15517152579b0f,SC
seller_id_8e38864971818fc8,PR
seller_id_8e3f3c8282a95fcb,SP
seller_id_8e4f68318657d4bf,CE
seller_id_8e65fc2dd26deba0,MG
seller_id_8e8636d5bfb5451c,SP
seller_id_8e985258d0860853,GO
seller_id_8ea7f9808e77d55a,ES
seller_id_8eaf697944606b96,SP
seller_id_8ec0e3aa81819413,SP
seller_id_8ecaa5820a8e0e2a,SP
seller_id_8ece54f10352101c,PR
seller_id_8efe7697279f3127,SP
seller_id_8f08a8d2afa94fb7,SP
seller_id_8f0d6fa0f716316c,SP
seller_id_8f21d660f537fa68,SP
seller_id_8f386dcc27fc1f11,SP
seller_id_8f60ddc42c6d3fad,PR
seller_id_8f69e6e3bb9d0622,SP
seller_id_8f7309522cfd4674,PR
seller_id_8f8cce648dd97ccb,SP
seller_id_8f99446dcb1f2729,SP
seller_id_8fa0b3670673de6d,SP
seller_id_8fa9addaa7166f48,SP
seller_id_8fe6eb71d4da37b1,SP
seller_id_90086f9043c6e757,SC
seller_id_901f008f169a3664,SP
seller_id_902360166ec31e8d,SP
seller_id_9035f08011027b30,SP
seller_id_905fa7495e756ebf,SP
seller_id_90637613ba31ce07,PR
seller_id_9067b49867592173,PR
seller_id_906e4042fac01279,SP
seller_id_9074bc46cc4a2e47,PR
seller_id_908ed0a7fc12fb79,SC
seller_id_90c3bb66f1a171f8,SP
seller_id_90ca0aecd8581297,SC
seller_id_90dddaa2c534366f,SP
seller_id_90ded06ee70da5d6,SP
seller_id_90ea6427313927df,SP
seller_id_90f03f913d343d49,SP
seller_id_90f0905d99fbf980,SP
seller_id_911d5f258e3dd711,SP
seller_id_916d61cd6dd46bc4,SP
seller_id_9173e4b4313b66c2,SP
seller_id_9186b501ceee3079,SP
seller_id_918f4cee5af9b405,SP
seller_id_91a9d3a9aa31f711,SP
seller_id_91b9066ce06640e5,SP
seller_id_91b91784836f03d8,SP
seller_id_91ba0cfa864940f9,MG
seller_id_91e36ec28a0d4e9a,SP
seller_id_91ee31a6f4011ec3,SP
seller_id_92006911bf14ec03,SP
seller_id_9252b54d15e24788,PR
seller_id_925ec784171887c7,SC
seller_id_926bf098947de456,PR
seller_id_927025ba0ce3db09,RS
seller_id_92732961b8798fd8,MG
seller_id_92818d0d606399db,RS
seller_id_92830220ad06850d,MG
seller_id_928c1616293911a0,SC
seller_id_92961d6755efee52,SP
seller_id_92bcb5e02bb8cbc7,SP
seller_id_92c127773a87895f,MG
seller_id_92c2d9916827dc89,SP
seller_id_92c9fdd57ad9a020,RS
seller_id_92d3c455cc3969b5,RN
seller_id_92f9969729009251,SP
seller_id_9308ce7a749b47d6,PR
seller_id_931f2ebaba12292f,SP
seller_id_933b45b4b12e6e86,SP
seller_id_93464f594f73b31b,SP
seller_id_9348bb89bb1eff52,SC
seller_id_936cab273d2a2c2a,SP
seller_id_938fdaa63b7a8635,RS
seller_id_93989f32821c572c,RJ
seller_id_939d4fb6c8da2eda,PR
seller_id_93a416d053105e01,SP
seller_id_93c9b9742e0b9a1d,MG
seller_id_93e5341854b35757,SP
seller_id_93e86b3b4b53a12c,SP
seller_id_93fb2c32010ac70f,MG
seller_id_94185a05d0563c67,SP
seller_id_94285f59ebcf2255,SP
seller_id_947f375b585feb33,SP
seller_id_948d2edac74f4a6f,SP
seller_id_949464facf4509d0,SP
seller_id_94d65197f6a2d722,SP
seller_id_95097ac1fa2abc6c,RS
seller_id_9523d880238a0753,MS
seller_id_95294a97ced18182,SP
seller_id_955407c456df823f,SP
seller_id_955c1e9f00b3b6d4,SC
seller_id_9594a73b47c3c6c9,SC
seller_id_95a46db1193ac33d,PR
seller_id_95a7c3a7e8cf5f8b,SP
seller_id_95be1361805a384a,PR
seller_id_95d139c48faba219,SP
seller_id_95f2b08d9d7e2265,PB
seller_id_95fecfdfbd1d99eb,SP
seller_id_960202a13478b6da,SP
seller_id_9603a5ff2b595b6c,SC
seller_id_9627e3a60562a26e,SP
seller_id_9629be974c0d9288,SE
seller_id_962bb3a249a5c1a3,MG
seller_id_967e99761e59b69b,SP
seller_id_96819845ab824a88,SP
seller_id_96baea284f935b19,ES
seller_id_96dbc4271c4d7ea7,SP
seller_id_96e25e0072595b1f,SC
seller_id_96e4a5b0681e57c1,SC
seller_id_96eeac3ec36b1bcd,SP
seller_id_96f5727723f66a8f,SP
seller_id_970277eb5014ffb2,MG
seller_id_970b9c9b22cbd761,SP
seller_id_9717af3a53c29d53,SP
seller_id_973b318aeda6ebdb,SP
seller_id_973fb043b5910d6f,SP
seller_id_97481af85d6969c1,SP
seller_id_9775cba4352383fa,PR
seller_id_979dcfc6c64bd416,SP
seller_id_97a9d1c736f6ff2e,SP
seller_id_97b6244801752dc3,MG
seller_id_97d42ab8f0e8d912,SP
seller_id_97fe7dcfc5841cbc,SP
seller_id_9813204c364f5305,GO
seller_id_981a9ea4d31617e0,GO
seller_id_9852e06b608e7a10,SP
seller_id_9867ec6cf64ad367,SP
seller_id_9887b5e4f0bef5a5,SP
seller_id_989089b3ccf1257e,PR
seller_id_98b3e2ab5f49128e,SP
seller_id_98b4dd372c4b98af,PR
seller_id_98e5f839a60c64d8,DF
seller_id_9907b9d617f4d72f,SP
seller_id_9907d5a1ded97250,SP
seller_id_9915caf8f0af0ecc,SP
seller_id_99173b69e63e53cb,SP
seller_id_992f9ef4e55e95b1,SP
seller_id_994d4346722d8acd,SP
seller_id_995773c1139c0b4b,SP
seller_id_995a6764cc7af6b4,SP
seller_id_9970370ed374ddc1,SP
seller_id_99767871480f8717,PE
seller_id_998fe3e69c5df3a6,PR
seller_id_999bf7721c4a8f0a,SP
seller_id_99bcb4b7582678cb,MG
seller_id_99c00ea9042cb8cf,GO
seller_id_99e5e68fbd05a665,SP
seller_id_99f932f7e9c4e864,SP
seller_id_9a08bdd9b79db46d,PR
seller_id_9a0a9652feda965b,SP
seller_id_9a0c59f7724ea102,SP
seller_id_9a25f44167c29e3a,RJ
seller_id_9a3f33758d4c5d47,SP
seller_id_9a3f4495baff3dc0,SP
seller_id_9a53d6edd165d6a1,SP
seller_id_9a97c89bf636c9c7,SC
seller_id_9a99c03344cc07d5,CE
seller_id_9ad9df9c40b6822a,SP
seller_id_9af84d739be00ebf,SP
seller_id_9b143cbc1e90326e,SP
seller_id_9b1eba9e592970ee,SC
seller_id_9b259f701f6086c4,PR
seller_id_9b2644519a9a4350,SP
seller_id_9b2ed3643433ed10,PR
seller_id_9b4e190b1f75227c,SP
seller_id_9b549c8f1023dfdc,SP
seller_id_9b5b374436a0688b,SP
seller_id_9b65fef25f019f23,SP
seller_id_9b7c6d7e18338c6e,RJ
seller_id_9b81cf486608654a,MG
seller_id_9b887519a23a8dc2,PR
seller_id_9b9f60a699ab655c,SP
seller_id_9b9f8941da1c8e2c,SP
seller_id_9baaf412008695ad,PR
seller_id_9baf978947c9f3f2,SP
seller_id_9bb04d0fd1f55f0f,SP
seller_id_9bbd413ec7717d7e,SP
seller_id_9bd18e0c32451472,MG
seller_id_9beff4b320ec0af8,SP
seller_id_9bfe15a54835f05a,SP
seller_id_9c1a61de00883959,PR
seller_id_9c2a1a9dfd8dbed3,SP
seller_id_9c2b0e3cf270eb3c,SC
seller_id_9c554c43a5ff39a3,SP
seller_id_9c5b6f815bbcd435,SP
seller_id_9c66c78c97b9810e,SC
seller_id_9c67986a7df6e5cd,SP
seller_id_9c8891b68c50bfe3,SP
seller_id_9c8cd9245021a6a4,RS
seller_id_9ccc74908d1ebec8,PR
seller_id_9ceaab5fbcf08f8c,SP
seller_id_9cf6242514eeb49c,SP
seller_id_9d261cbfaa40acf6,PR
seller_id_9d32debc97521718,SP
seller_id_9d3e4e26cb432fbe,SP
seller_id_9d612e592f0e9e52,SP
seller_id_9da195e3e619dc68,SP
seller_id_9db66b4eb8b0e457,SP
seller_id_9dba28dec5f4df68,PR
seller_id_9dc2aac90c418fb9,SP
seller_id_9dc3f8289db3d39a,SC
seller_id_9de9a6caf1abbe34,SP
seller_id_9e05dd9ac85ac4d1,SP
seller_id_9e48f41b34e62c97,SP
seller_id_9e4aea1c9eee0609,SP
seller_id_9e64198fd9ce85f5,SP
seller_id_9e6af8fd94afee6f,SP
seller_id_9ed211cf286a7c64,SP
seller_id_9ed79f8b8a1d6591,MG
seller_id_9f1f36e565da0f05,RJ
seller_id_9f37f46395f12318,SP
seller_id_9f4234b8c42dcd39,SP
seller_id_9f561abb1001ea86,SP
seller_id_9f7e480ca315d07d,SP
seller_id_9f9367cb7dbaa9a9,SP
seller_id_9fa0a9ea869a7930,MG
seller_id_9fb28d6ee548602a,SC
seller_id_9fc69416692ca978,SP
seller_id_9ffdfaafe537a013,RJ
seller_id_a0183c0f4ce06362,SP
seller_id_a0393182c8b5dd8b,RS
seller_id_a05734a298fa0389,SP
seller_id_a0592329bc89b3f4,SP
seller_id_a07053f2c9377b5a,RS
seller_id_a07a3b00316b802d,SP
seller_id_a0836bf374eb4f4b,PR
seller_id_a098eebfe2ade814,SP
seller_id_a0b16a9877c8d4e2,GO
seller_id_a0b367cb02aca7dd,SP
seller_id_a0cfb52815b770ad,SP
seller_id_a124febcd977733b,PR
seller_id_a137fc70b7c25a2e,SP
seller_id_a13acd72c4626947,SP
seller_id_a144cae49eac917f,SP
seller_id_a150deb180007f7c,SP
seller_id_a164485e2a159759,SP
seller_id_a167dbaf924d614c,SP
seller_id_a176111fb55fa6a5,SP
seller_id_a17c0d9fbb3a7f64,SP
seller_id_a17c0f66168f9c5e,PR
seller_id_a18f4ead00fb769c,SP
seller_id_a199a62213dabbfd,SP
seller_id_a1d92e70886a697c,MG
seller_id_a1dfcb7b76a88bd3,SC
seller_id_a1f71cf30251afa2,RJ
seller_id_a20cc9149ba2e128,PR
seller_id_a21281536b6c2193,RS
seller_id_a2253e6e31f8c9d5,SP
seller_id_a23aa3103bdb01fb,SP
seller_id_a24d2e88daaa724d,PR
seller_id_a2510be8c5c49944,SP
seller_id_a27b91d7e9b5f8ce,PR
seller_id_a291816e2a95c235,BA
seller_id_a2986acac1beae6b,SP
seller_id_a2be644f4c9dd9fa,RJ
seller_id_a2c30c2a9e6c02ab,SP
seller_id_a2d4958a1ddbe9cd,SP
seller_id_a2eb767e555c5e87,RJ
seller_id_a300633709d2015a,SP
seller_id_a3084cfcd6b88f62,SP
seller_id_a31305eb832531ed,SP
seller_id_a31f0f62dda2beb0,PR
seller_id_a32fb19ea2d3a42d,SP
seller_id_a339487bce00d6a9,PR
seller_id_a3428d6f136b23bf,SP
seller_id_a364c17f8335f175,MG
seller_id_a367ccebda47b73d,SP
seller_id_a369f24624631a28,SP
seller_id_a37eb495c67585f6,SP
seller_id_a38b1c116c3aa7a9,PR
seller_id_a38c3f4919796b62,MG
seller_id_a38cb8c4b33e8b9a,PR
seller_id_a39f2ea851a37aac,PE
seller_id_a3a8ed15acec57f5,SP
seller_id_a3bbdd74d354158b,SP
seller_id_a3c15c8aaf98e5d9,RJ
seller_id_a3e757166dd9b28e,SP
seller_id_a3f49422cabb9905,RJ
seller_id_a4272be3d5f665ec,SP
seller_id_a46801917c34a4d2,SC
seller_id_a4d59835350a51ee,SP
seller_id_a4e7891f55d28c64,SP
seller_id_a4ebfc47f59d9379,RJ
seller_id_a5087b273399494d,SP
seller_id_a50d91a6a7dc0e87,SP
seller_id_a5188cc9696ec11b,SP
seller_id_a5691846e27822f3,MG
seller_id_a586cd81436c27f4,MG
seller_id_a59cba940eae3fa4,SP
seller_id_a5c4e31f526540b0,MG
seller_id_a5e6a9b937061b0d,SP
seller_id_a5fb42341d11ec16,SP
seller_id_a5fcb99351ed6693,MG
seller_id_a61a13b290d87c97,SP
seller_id_a61e1f19ec27faff,PR
seller_id_a621b302299a0e21,SP
seller_id_a639393e8c176e5a,RS
seller_id_a63be2ae445f3310,RS
seller_id_a669c87811536f64,SP
seller_id_a67e7d7131f726e5,SP
seller_id_a690d7dbfafe7fed,SP
seller_id_a69773f2fd68d1ea,SP
seller_id_a6aa714130d939fb,PR
seller_id_a6af124163b28b4b,RJ
seller_id_a6b5a16a59d54f6e,SP
seller_id_a6e91dbaf19c83d4,RJ
seller_id_a722c2f70e2f522f,PR
seller_id_a73019703606d7e9,SC
seller_id_a743bd67fc06065d,SP
seller_id_a74dcfea3e3b3290,SP
seller_id_a77de8edbc6491b9,SP
seller_id_a77ed18d7ad05692,SP
seller_id_a7859d3d27b7dcc5,SP
seller_id_a7bb4a0b58778b96,SP
seller_id_a7c8b99654320c13,SP
seller_id_a7ca0483ff821b3a,SP
seller_id_a7d0b46c5d542a53,SC
seller_id_a7d19fb1f05cf569,SC
seller_id_a7ddb7bd0a05f327,SP
seller_id_a7de863c7f700329,SP
seller_id_a7e78919dece08aa,SP
seller_id_a80c96e5e3fc9dd4,MG
seller_id_a847fa061933be27,SP
seller_id_a85149855c934c59,SP
seller_id_a85c868156e5b930,SP
seller_id_a86668daaeb4ceee,SP
seller_id_a866babaac49d89f,SP
seller_id_a866ff6790c0868a,RJ
seller_id_a86a3846bed5d5ef,RS
seller_id_a86dd7206bd43f10,SP
seller_id_a88ac84e121645d5,SP
seller_id_a8989e407d9e7b25,SP
seller_id_a8b020962f57ead4,SP
seller_id_a8b33af392764d9e,PR
seller_id_a8e8070372b431a4,SP
seller_id_a8ea3b578c763e69,SP
seller_id_a8ea4b1b158389fd,SP
seller_id_a8eba94b47731379,SP
seller_id_a8fc9efc801dc8c9,SP
seller_id_a9018eb1a997d563,ES
seller_id_a91006ebe605c24a,SP
seller_id_a927ae63461415b4,MG
seller_id_a95c2eee60c8253a,SP
seller_id_a964f577b04a3739,SP
seller_id_a9e7fba43f993578,AM
seller_id_aa07ab2609ce044a,SP
seller_id_aa1eb8890a1ff947,SP
seller_id_aa23a32d88f7b974,PR
seller_id_aa8ce636e5f8b5ff,SP
seller_id_aaa686007831f6b8,PR
seller_id_aabaf909185a2027,SP
seller_id_aac32a627eeaebe1,SP
seller_id_aac43b1d6ffd0187,RS
seller_id_aad50dcdbf73ea60,PR
seller_id_aad915c8bced2293,SP
seller_id_aadac5a6c5a8991c,SP
seller_id_aade150c2bec88b9,SP
seller_id_aae85be5633093d0,MG
seller_id_aaf160a802155a8a,MG
seller_id_ab0179e6a2fc5a06,SP
seller_id_ab57a4d3f0e0dab3,RS
seller_id_ab61586a47675661,PR
seller_id_ab650c0cad53ece0,SP
seller_id_ab6db095e04e52e4,SP
seller_id_ab8b816b8e3df634,PR
seller_id_abb4e0058216cbcf,SP
seller_id_abccdd4ada612d16,SP
seller_id_abcd021fb19331a9,SP
seller_id_abd0dead57bc3f5b,SP
seller_id_abf60a57d98d2fdd,SP
seller_id_abff25d1699abbfe,SP
seller_id_ac09c8b0a2e71295,SP
seller_id_ac0e5807c71595af,SP
seller_id_ac219f92d1d119f8,SP
seller_id_ac24fda7b224df2e,PR
seller_id_ac337a21c3f99656,PR
seller_id_ac3965263aba3058,SP
seller_id_ac449645ba7fdbae,SP
seller_id_ac472de6536474bd,PR
seller_id_ac7bdccc8a2bd169,RJ
seller_id_ac7dd366a540f9e0,SP
seller_id_ac816885665deb92,RJ
seller_id_ac827039d8463026,RJ
seller_id_ac86ab2bb51444f9,SP
seller_id_ac8f476bcc9fbdcb,MG
seller_id_accaca1c69041dd6,SP
seller_id_ace06a31b9541da1,MG
seller_id_acf17ba132158c67,SP
seller_id_acf62b9299f62cae,RS
seller_id_acfea7a4801394e2,RS
seller_id_ad02f58f6e0e9804,SP
seller_id_ad0958406d703d87,PR
seller_id_ad1e578ca69133b0,SP
seller_id_ad53b3884586c66e,SP
seller_id_ad60da921944ad26,SP
seller_id_ad82ee052fdb56ce,SP
seller_id_ad8d9e13d6c28a4f,MG
seller_id_ad94a82356d4ec61,MG
seller_id_ad95059c60f7b38d,SP
seller_id_adb528f0ead1f341,MG
seller_id_adb5afe67c659791,SP
seller_id_adc4cdbcfb9510aa,SP
seller_id_add65e46542fc9b1,SP
seller_id_ae05533fedb84cfd,SP
seller_id_ae37ba116d09a749,SP
seller_id_ae3968b7c72ba2e3,SP
seller_id_ae3aaf1343e8cf44,RS
seller_id_ae3d01b74b1d3514,PR
seller_id_ae56586f37c8e507,SP
seller_id_ae75fab45bfb6f08,SP
seller_id_ae9509afa89e36dd,PR
seller_id_aea226e93efb709f,RJ
seller_id_aed0cfd7933f8309,SP
seller_id_aed837ba9616ae5b,SP
seller_id_aedc84c6d6572dd8,SP
seller_id_aedd0010724eabb0,SP
