product_key;product_category_name;product_category_name_english;category_label;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm
product_id_a46bd11ad1a6ceb3;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;53.0;277.0;4.0;200.0;16.0;10.0;11.0
product_id_a46d76766d3915c8;cama_mesa_banho;bed_bath_table;bed_bath_table;53.0;352.0;2.0;400.0;50.0;11.0;11.0
product_id_a46e95cd2641af75;instrumentos_musicais;musical_instruments;musical_instruments;50.0;905.0;9.0;1300.0;42.0;8.0;38.0
product_id_a470f691ab4fafe6;bebes;baby;baby;60.0;441.0;4.0;11100.0;79.0;23.0;23.0
product_id_a474e5565a01bb4d;moveis_decoracao;furniture_decor;furniture_decor;51.0;822.0;3.0;1050.0;55.0;11.0;11.0
product_id_a479fdf0f99912b8;moveis_decoracao;furniture_decor;furniture_decor;60.0;320.0;7.0;5950.0;39.0;19.0;48.0
product_id_a47d803f652bfdb4;esporte_lazer;sports_leisure;sports_leisure;38.0;427.0;1.0;481.0;19.0;18.0;19.0
product_id_a47e185c6f4216c9;telefonia;telephony;telephony;22.0;45.0;1.0;125.0;17.0;17.0;17.0
product_id_a47ead486350e68f;telefonia;telephony;telephony;52.0;1167.0;2.0;200.0;18.0;6.0;20.0
product_id_a4806b1f543142ab;fashion_calcados;fashion_shoes;fashion_shoes;44.0;284.0;12.0;300.0;29.0;7.0;16.0
product_id_a487a8edfb098fae;beleza_saude;health_beauty;health_beauty;54.0;1228.0;2.0;1017.0;17.0;15.0;16.0
product_id_a4885b528be76593;esporte_lazer;sports_leisure;sports_leisure;51.0;294.0;2.0;300.0;20.0;3.0;15.0
product_id_a48befcbafc5cf88;eletrodomesticos;home_appliances;home_appliances;55.0;657.0;1.0;417.0;22.0;25.0;27.0
product_id_a48cc19269b0f18f;relogios_presentes;watches_gifts;watches_gifts;47.0;858.0;3.0;300.0;16.0;7.0;11.0
product_id_a48d5026b296f1a1;papelaria;stationery;stationery;51.0;749.0;2.0;200.0;16.0;7.0;27.0
product_id_a48edf000444043a;brinquedos;toys;toys;57.0;1283.0;3.0;800.0;32.0;5.0;24.0
product_id_a49392a40b2d85b0;livros_interesse_geral;books_general_interest;books_general_interest;55.0;556.0;1.0;1050.0;27.0;30.0;16.0
product_id_a494873386033475;brinquedos;toys;toys;60.0;1235.0;3.0;1100.0;28.0;13.0;21.0
product_id_a4967e00da578c60;utilidades_domesticas;housewares;housewares;46.0;721.0;7.0;1500.0;22.0;29.0;22.0
product_id_a4971f9a93c6ad56;utilidades_domesticas;housewares;housewares;60.0;608.0;4.0;200.0;16.0;6.0;12.0
product_id_a497a321a0fca33f;esporte_lazer;sports_leisure;sports_leisure;45.0;979.0;8.0;3900.0;90.0;20.0;25.0
product_id_a498982d712f8026;beleza_saude;health_beauty;health_beauty;56.0;1448.0;1.0;1450.0;35.0;15.0;20.0
product_id_a49b1659b5fc3a26;relogios_presentes;watches_gifts;watches_gifts;51.0;667.0;1.0;350.0;20.0;13.0;13.0
product_id_a49c0c012f97f0d7;ferramentas_jardim;garden_tools;garden_tools;36.0;418.0;1.0;900.0;30.0;16.0;25.0
product_id_a49ca283ed65e6d5;cama_mesa_banho;bed_bath_table;bed_bath_table;45.0;172.0;2.0;300.0;60.0;10.0;40.0
product_id_a49d7e809cfef3ce;informatica_acessorios;computers_accessories;computers_accessories;51.0;194.0;1.0;214.0;18.0;14.0;13.0
product_id_a4a41068358631a4;eletrodomesticos;home_appliances;home_appliances;51.0;979.0;1.0;15600.0;35.0;46.0;35.0
product_id_a4aa3b22debd14a8;informatica_acessorios;computers_accessories;computers_accessories;42.0;1110.0;2.0;275.0;19.0;5.0;16.0
product_id_a4aa8baced4bb192;relogios_presentes;watches_gifts;watches_gifts;46.0;206.0;1.0;700.0;21.0;14.0;14.0
product_id_a4af700e76246847;moveis_decoracao;furniture_decor;furniture_decor;37.0;734.0;4.0;1600.0;38.0;18.0;21.0
product_id_a4afce4e3d7b5005;perfumaria;perfumery;perfumery;47.0;729.0;1.0;400.0;19.0;11.0;16.0
product_id_a4b09478afbb0412;brinquedos;toys;toys;56.0;706.0;1.0;1700.0;35.0;17.0;35.0
product_id_a4b26d3f549a6a18;brinquedos;toys;toys;60.0;1235.0;3.0;1200.0;28.0;13.0;21.0
product_id_a4b2f71b31f7a6f1;relogios_presentes;watches_gifts;watches_gifts;31.0;590.0;2.0;700.0;20.0;12.0;15.0
product_id_a4b40ee04160281e;esporte_lazer;sports_leisure;sports_leisure;33.0;522.0;3.0;900.0;27.0;12.0;49.0
product_id_a4b5c037d0fb7737;moveis_quarto;furniture_bedroom;furniture_bedroom;41.0;538.0;1.0;9000.0;59.0;9.0;37.0
product_id_a4b7bd71f6482655;beleza_saude;health_beauty;health_beauty;59.0;709.0;1.0;200.0;20.0;10.0;20.0
product_id_a4b8269e6ab22db7;beleza_saude;health_beauty;health_beauty;53.0;269.0;5.0;250.0;16.0;15.0;15.0
product_id_a4ba6e898736af0a;telefonia;telephony;telephony;53.0;359.0;2.0;90.0;19.0;3.0;11.0
product_id_a4bae40ddd6dc078;eletronicos;electronics;electronics;36.0;635.0;3.0;217.0;16.0;8.0;13.0
product_id_a4bbb91b8e7d4097;utilidades_domesticas;housewares;housewares;56.0;1171.0;1.0;400.0;25.0;35.0;25.0
product_id_a4c05c69901634fc;construcao_ferramentas_construcao;construction_tools_construction;construction_tools_construction;51.0;329.0;3.0;150.0;16.0;8.0;11.0
product_id_a4c2f7ec8efa96d9;;;unknown;;;;400.0;17.0;17.0;17.0
product_id_a4c366f1b2719d4e;eletrodomesticos;home_appliances;home_appliances;60.0;236.0;2.0;100.0;18.0;8.0;13.0
product_id_a4c5d4a494843ca7;relogios_presentes;watches_gifts;watches_gifts;51.0;638.0;1.0;310.0;16.0;10.0;12.0
product_id_a4c8a9da9d8ec2f3;cool_stuff;cool_stuff;cool_stuff;55.0;831.0;1.0;1400.0;42.0;25.0;15.0
product_id_a4c92f041bdf3f31;cool_stuff;cool_stuff;cool_stuff;45.0;424.0;2.0;600.0;32.0;4.0;29.0
product_id_a4c9b5f86f021d60;cool_stuff;cool_stuff;cool_stuff;47.0;647.0;2.0;400.0;21.0;16.0;16.0
product_id_a4ccb2bb0494d95f;utilidades_domesticas;housewares;housewares;56.0;710.0;1.0;725.0;16.0;38.0;25.0
product_id_a4cce903b4f3ef2f;;;unknown;;;;500.0;16.0;12.0;27.0
product_id_a4ce167df1d60ddd;cama_mesa_banho;bed_bath_table;bed_bath_table;52.0;444.0;2.0;1400.0;50.0;16.0;16.0
product_id_a4d04a6d8f0a1449;esporte_lazer;sports_leisure;sports_leisure;46.0;259.0;1.0;329.0;18.0;18.0;15.0
product_id_a4d0977adbcc5716;esporte_lazer;sports_leisure;sports_leisure;48.0;324.0;1.0;2100.0;30.0;20.0;45.0
product_id_a4d1ef13a270ad97;beleza_saude;health_beauty;health_beauty;41.0;482.0;1.0;450.0;16.0;12.0;13.0
product_id_a4d3c585e60adee0;pet_shop;pet_shop;pet_shop;58.0;2448.0;2.0;1650.0;45.0;8.0;40.0
product_id_a4d52e88fb371aba;automotivo;auto;auto;56.0;1128.0;3.0;450.0;18.0;6.0;12.0
product_id_a4d6bdf20ac185af;bebidas;drinks;drinks;32.0;298.0;1.0;325.0;17.0;14.0;14.0
product_id_a4d7f511e4f5a85b;papelaria;stationery;stationery;33.0;691.0;2.0;250.0;27.0;3.0;11.0
product_id_a4d8d00ad8a6a3d3;cool_stuff;cool_stuff;cool_stuff;63.0;1190.0;2.0;268.0;12.0;9.0;19.0
product_id_a4dddcc70073ea67;brinquedos;toys;toys;54.0;784.0;2.0;1600.0;16.0;35.0;35.0
product_id_a4de51c526a9761e;cama_mesa_banho;bed_bath_table;bed_bath_table;50.0;218.0;1.0;2700.0;40.0;15.0;40.0
product_id_a4df7420af84ab03;cama_mesa_banho;bed_bath_table;bed_bath_table;52.0;634.0;4.0;1150.0;40.0;30.0;20.0
product_id_a4dfe4c182f27482;beleza_saude;health_beauty;health_beauty;51.0;379.0;1.0;500.0;16.0;18.0;16.0
product_id_a4e15a9a531316a6;relogios_presentes;watches_gifts;watches_gifts;49.0;580.0;1.0;342.0;18.0;12.0;16.0
product_id_a4e4d7d0c48aad66;esporte_lazer;sports_leisure;sports_leisure;33.0;1042.0;7.0;600.0;28.0;10.0;18.0
product_id_a4ead4366281a3e0;moveis_decoracao;furniture_decor;furniture_decor;53.0;595.0;2.0;650.0;50.0;7.0;33.0
product_id_a4eb8ab3281920ad;informatica_acessorios;computers_accessories;computers_accessories;39.0;1423.0;3.0;375.0;17.0;11.0;14.0
product_id_a4ecd17ca1cb1a97;beleza_saude;health_beauty;health_beauty;48.0;1667.0;1.0;400.0;22.0;9.0;15.0
product_id_a4f52e12b03766ab;instrumentos_musicais;musical_instruments;musical_instruments;40.0;418.0;7.0;16000.0;25.0;87.0;56.0
product_id_a4fa192732a395ea;eletrodomesticos;home_appliances;home_appliances;60.0;289.0;1.0;950.0;16.0;45.0;35.0
product_id_a4fa648ebe743522;cama_mesa_banho;bed_bath_table;bed_bath_table;38.0;182.0;2.0;350.0;25.0;9.0;19.0
product_id_a4faa868f9e51a0d;cama_mesa_banho;bed_bath_table;bed_bath_table;48.0;288.0;2.0;17100.0;56.0;38.0;48.0
product_id_a4fbd3efacf24da1;bebes;baby;baby;52.0;438.0;4.0;28750.0;60.0;46.0;20.0
product_id_a4fd1c55aa3d99be;papelaria;stationery;stationery;54.0;447.0;1.0;400.0;25.0;10.0;17.0
product_id_a4ff61dfd2d4af5b;informatica_acessorios;computers_accessories;computers_accessories;44.0;422.0;1.0;100.0;16.0;16.0;11.0
product_id_a500199ea11559df;brinquedos;toys;toys;58.0;1558.0;7.0;5800.0;16.0;16.0;16.0
product_id_a501bdfc6da4ac88;moveis_decoracao;furniture_decor;furniture_decor;52.0;139.0;1.0;550.0;40.0;5.0;30.0
product_id_a503e0f56904343f;beleza_saude;health_beauty;health_beauty;49.0;704.0;1.0;850.0;16.0;25.0;17.0
product_id_a5051497d8682e7c;brinquedos;toys;toys;47.0;492.0;2.0;1000.0;40.0;6.0;33.0
product_id_a50630a36007c414;relogios_presentes;watches_gifts;watches_gifts;55.0;687.0;2.0;350.0;16.0;11.0;11.0
product_id_a508c8d5e1b24d47;esporte_lazer;sports_leisure;sports_leisure;45.0;450.0;1.0;1300.0;16.0;12.0;13.0
product_id_a50a5c99b99b8245;utilidades_domesticas;housewares;housewares;56.0;613.0;1.0;6800.0;40.0;19.0;35.0
product_id_a50b719ed0ff88b3;moveis_decoracao;furniture_decor;furniture_decor;30.0;340.0;1.0;300.0;16.0;14.0;14.0
product_id_a50d71a8ea0716db;perfumaria;perfumery;perfumery;23.0;1035.0;1.0;1000.0;16.0;16.0;16.0
product_id_a50dddc9a573b41f;brinquedos;toys;toys;60.0;763.0;1.0;200.0;25.0;3.0;25.0
product_id_a50f1be777d64513;telefonia_fixa;fixed_telephony;fixed_telephony;48.0;776.0;8.0;200.0;19.0;5.0;11.0
product_id_a510ca2fdfc344c7;alimentos_bebidas;food_drink;food_drink;57.0;377.0;2.0;268.0;28.0;15.0;20.0
product_id_a51380611952f1b7;automotivo;auto;auto;59.0;1519.0;2.0;1450.0;35.0;15.0;29.0
product_id_a515b7c80d73bb38;ferramentas_jardim;garden_tools;garden_tools;44.0;152.0;1.0;1500.0;27.0;6.0;23.0
product_id_a517a83384684c77;cama_mesa_banho;bed_bath_table;bed_bath_table;51.0;383.0;1.0;1150.0;37.0;9.0;30.0
product_id_a5188b5238f91847;dvds_blu_ray;dvds_blu_ray;dvds_blu_ray;63.0;889.0;6.0;200.0;16.0;4.0;11.0
product_id_a51b1041a67f26e5;informatica_acessorios;computers_accessories;computers_accessories;57.0;647.0;2.0;117.0;17.0;8.0;12.0
product_id_a51d83447c25d7a6;automotivo;auto;auto;50.0;829.0;2.0;14900.0;32.0;47.0;38.0
product_id_a51e5318d654a135;bebes;baby;baby;32.0;561.0;1.0;500.0;18.0;18.0;18.0
product_id_a51e71b271a844b7;consoles_games;consoles_games;consoles_games;53.0;439.0;5.0;900.0;22.0;7.0;18.0
product_id_a52121a3e6f4d4bc;construcao_ferramentas_construcao;construction_tools_construction;construction_tools_construction;47.0;380.0;2.0;7650.0;44.0;15.0;34.0
product_id_a52235bb6af6f7cb;moveis_decoracao;furniture_decor;furniture_decor;46.0;192.0;1.0;1700.0;40.0;10.0;40.0
product_id_a523005e595766d8;informatica_acessorios;computers_accessories;computers_accessories;32.0;1074.0;2.0;300.0;41.0;2.0;29.0
product_id_a5244e4228af79e0;ferramentas_jardim;garden_tools;garden_tools;57.0;3533.0;4.0;2100.0;32.0;16.0;31.0
product_id_a5253b81e0315b01;esporte_lazer;sports_leisure;sports_leisure;31.0;914.0;1.0;500.0;18.0;14.0;18.0
product_id_a52686538857cf17;esporte_lazer;sports_leisure;sports_leisure;44.0;221.0;1.0;400.0;40.0;6.0;25.0
product_id_a5277acb92c35b72;relogios_presentes;watches_gifts;watches_gifts;47.0;726.0;2.0;200.0;16.0;11.0;11.0
product_id_a528c22eab9d2d7c;alimentos_bebidas;food_drink;food_drink;45.0;1796.0;4.0;300.0;16.0;16.0;16.0
product_id_a529eaf5a8381d9b;pet_shop;pet_shop;pet_shop;39.0;527.0;1.0;317.0;19.0;15.0;17.0
product_id_a52b90f5fe60b190;esporte_lazer;sports_leisure;sports_leisure;48.0;950.0;1.0;450.0;20.0;9.0;14.0
product_id_a52d3b91987ce503;papelaria;stationery;stationery;43.0;60.0;1.0;100.0;16.0;5.0;16.0
product_id_a533298e5b07ad42;bebes;baby;baby;40.0;919.0;2.0;700.0;30.0;20.0;30.0
product_id_a533454e709b1120;beleza_saude;health_beauty;health_beauty;58.0;461.0;5.0;300.0;25.0;15.0;15.0
product_id_a53361d76801481c;eletronicos;electronics;electronics;60.0;172.0;1.0;200.0;16.0;6.0;14.0
product_id_a53399caa403ac98;fashion_calcados;fashion_shoes;fashion_shoes;52.0;408.0;5.0;1400.0;22.0;12.0;33.0
product_id_a5344efbb50f958d;automotivo;auto;auto;59.0;891.0;5.0;900.0;23.0;7.0;38.0
product_id_a5365ce93791bd26;cama_mesa_banho;bed_bath_table;bed_bath_table;44.0;760.0;1.0;5350.0;40.0;16.0;50.0
product_id_a539bad2065d9e04;esporte_lazer;sports_leisure;sports_leisure;52.0;671.0;1.0;600.0;20.0;13.0;13.0
product_id_a53afcb704f8a3a9;telefonia;telephony;telephony;59.0;600.0;1.0;200.0;19.0;4.0;11.0
product_id_a53b243ca8ee4cc0;telefonia_fixa;fixed_telephony;fixed_telephony;47.0;218.0;3.0;100.0;16.0;2.0;11.0
product_id_a53ce4bf9562c302;eletroportateis;small_appliances;small_appliances;60.0;71.0;1.0;275.0;23.0;18.0;28.0
product_id_a53e36a1435d35b5;beleza_saude;health_beauty;health_beauty;58.0;1080.0;1.0;150.0;18.0;9.0;12.0
product_id_a53f58da9eec5b64;market_place;market_place;market_place;59.0;661.0;4.0;4600.0;50.0;20.0;20.0
product_id_a53fb65f041d5958;telefonia;telephony;telephony;36.0;280.0;1.0;400.0;17.0;17.0;17.0
product_id_a53fbe864608c3b7;relogios_presentes;watches_gifts;watches_gifts;59.0;559.0;2.0;325.0;19.0;13.0;19.0
product_id_a5408ef5045b7ca9;brinquedos;toys;toys;26.0;3376.0;2.0;300.0;18.0;18.0;18.0
product_id_a54199067515072e;cool_stuff;cool_stuff;cool_stuff;48.0;1087.0;2.0;800.0;26.0;22.0;33.0
product_id_a5484bedf45f90f9;moveis_decoracao;furniture_decor;furniture_decor;52.0;257.0;1.0;22183.0;52.0;41.0;52.0
product_id_a54adf0ef9764334;moveis_decoracao;furniture_decor;furniture_decor;42.0;914.0;1.0;800.0;21.0;34.0;34.0
product_id_a54baad3e8340582;relogios_presentes;watches_gifts;watches_gifts;56.0;777.0;2.0;275.0;16.0;11.0;11.0
product_id_a54e9e9496dea727;moveis_decoracao;furniture_decor;furniture_decor;56.0;196.0;7.0;550.0;29.0;16.0;14.0
product_id_a54fb9e43e930843;informatica_acessorios;computers_accessories;computers_accessories;60.0;1236.0;1.0;350.0;20.0;20.0;20.0
product_id_a550ff6269237755;moveis_decoracao;furniture_decor;furniture_decor;51.0;314.0;1.0;500.0;40.0;15.0;40.0
product_id_a55191e69c751c45;esporte_lazer;sports_leisure;sports_leisure;57.0;535.0;2.0;850.0;22.0;15.0;22.0
product_id_a557ca92c38835b7;automotivo;auto;auto;59.0;523.0;1.0;2550.0;35.0;20.0;20.0
product_id_a55808c01b95d669;telefonia;telephony;telephony;58.0;818.0;4.0;350.0;17.0;4.0;12.0
product_id_a55ab29941e39644;esporte_lazer;sports_leisure;sports_leisure;56.0;859.0;1.0;353.0;23.0;15.0;16.0
product_id_a55cb5a122ec43a4;automotivo;auto;auto;23.0;312.0;1.0;700.0;25.0;20.0;20.0
product_id_a55df4ebca74e4a4;cama_mesa_banho;bed_bath_table;bed_bath_table;53.0;628.0;2.0;1100.0;16.0;10.0;16.0
product_id_a5627b9780e24744;beleza_saude;health_beauty;health_beauty;44.0;3579.0;1.0;300.0;16.0;2.0;11.0
product_id_a5634f41488de2dc;beleza_saude;health_beauty;health_beauty;50.0;415.0;1.0;29050.0;55.0;75.0;61.0
product_id_a5636105e937ddfc;malas_acessorios;luggage_accessories;luggage_accessories;60.0;2032.0;6.0;1100.0;25.0;25.0;25.0
product_id_a5650d2fd71c8bb2;automotivo;auto;auto;58.0;2226.0;1.0;4950.0;40.0;25.0;30.0
product_id_a5653bc98cf2e6fe;relogios_presentes;watches_gifts;watches_gifts;56.0;557.0;1.0;200.0;20.0;5.0;15.0
product_id_a568019c7300b907;automotivo;auto;auto;59.0;1133.0;3.0;825.0;25.0;18.0;23.0
product_id_a568bb623f89a246;relogios_presentes;watches_gifts;watches_gifts;50.0;406.0;3.0;860.0;22.0;14.0;17.0
product_id_a56cae4cedbb1675;ferramentas_jardim;garden_tools;garden_tools;55.0;287.0;1.0;700.0;18.0;5.0;13.0
product_id_a56f8888e283a614;beleza_saude;health_beauty;health_beauty;52.0;1006.0;1.0;5700.0;20.0;85.0;20.0
product_id_a573ece371563746;esporte_lazer;sports_leisure;sports_leisure;48.0;687.0;1.0;1225.0;25.0;22.0;22.0
product_id_a574866ac6bcc12f;esporte_lazer;sports_leisure;sports_leisure;34.0;343.0;1.0;150.0;21.0;4.0;19.0
product_id_a578d786f1a0e869;utilidades_domesticas;housewares;housewares;60.0;644.0;2.0;1100.0;18.0;9.0;18.0
product_id_a5799864f20eccf7;casa_construcao;home_construction;home_construction;41.0;215.0;6.0;150.0;16.0;7.0;12.0
product_id_a57f8254a7da0f19;informatica_acessorios;computers_accessories;computers_accessories;35.0;1101.0;2.0;250.0;42.0;2.0;30.0
product_id_a57ff0c81c901c15;climatizacao;air_conditioning;air_conditioning;50.0;295.0;2.0;3342.0;39.0;26.0;21.0
product_id_a580126c1f71a7a8;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;54.0;224.0;2.0;100.0;16.0;6.0;13.0
product_id_a580f071dc4ec811;telefonia;telephony;telephony;56.0;3135.0;2.0;150.0;19.0;15.0;15.0
product_id_a5810f556391fbeb;brinquedos;toys;toys;45.0;449.0;1.0;900.0;29.0;40.0;21.0
product_id_a5812db9a8ce8063;perfumaria;perfumery;perfumery;43.0;199.0;2.0;200.0;17.0;9.0;20.0
product_id_a581f3d855ccd111;utilidades_domesticas;housewares;housewares;42.0;1148.0;1.0;450.0;28.0;12.0;23.0
product_id_a582c4091aad7382;eletroportateis;small_appliances;small_appliances;58.0;520.0;1.0;3600.0;35.0;40.0;34.0
product_id_a585e5aa1f78aac6;papelaria;stationery;stationery;58.0;490.0;6.0;400.0;21.0;7.0;15.0
product_id_a589bbf650745129;moveis_decoracao;furniture_decor;furniture_decor;57.0;456.0;5.0;800.0;35.0;8.0;25.0
product_id_a58a03527c40ae10;livros_tecnicos;books_technical;books_technical;59.0;473.0;2.0;800.0;24.0;2.0;17.0
product_id_a58bb1ee46d0eeb2;relogios_presentes;watches_gifts;watches_gifts;47.0;674.0;1.0;255.0;18.0;11.0;14.0
product_id_a5907a8ce707694e;pet_shop;pet_shop;pet_shop;50.0;662.0;7.0;1250.0;40.0;20.0;30.0
product_id_a591fb2098a3c774;artes;art;art;35.0;178.0;1.0;350.0;16.0;6.0;11.0
product_id_a592e8c9246ed3af;esporte_lazer;sports_leisure;sports_leisure;59.0;757.0;5.0;1100.0;20.0;10.0;20.0
product_id_a5930f85ca2951c7;informatica_acessorios;computers_accessories;computers_accessories;48.0;535.0;4.0;150.0;16.0;5.0;11.0
product_id_a59492112ee82e17;cama_mesa_banho;bed_bath_table;bed_bath_table;46.0;352.0;2.0;500.0;50.0;11.0;11.0
product_id_a5982a8a3b7f4a71;papelaria;stationery;stationery;59.0;209.0;1.0;1400.0;16.0;44.0;37.0
product_id_a5989db55bd0fc72;livros_tecnicos;books_technical;books_technical;37.0;1176.0;1.0;1250.0;29.0;3.0;21.0
product_id_a599866265a517b6;papelaria;stationery;stationery;52.0;431.0;1.0;1900.0;49.0;12.0;36.0
product_id_a59aaed16b1b2b1d;construcao_ferramentas_construcao;construction_tools_construction;construction_tools_construction;57.0;422.0;4.0;200.0;42.0;12.0;12.0
product_id_a59b97681e2b50a2;informatica_acessorios;computers_accessories;computers_accessories;58.0;2083.0;4.0;300.0;17.0;17.0;17.0
product_id_a59f470af3ea6f27;brinquedos;toys;toys;60.0;765.0;5.0;12050.0;101.0;12.0;56.0
product_id_a5a094ae8541c2c9;construcao_ferramentas_construcao;construction_tools_construction;construction_tools_construction;28.0;126.0;4.0;4650.0;54.0;18.0;35.0
product_id_a5a38a652e5b5d21;cool_stuff;cool_stuff;cool_stuff;48.0;330.0;1.0;1650.0;33.0;44.0;19.0
product_id_a5a3b8aea108ec5d;beleza_saude;health_beauty;health_beauty;58.0;883.0;1.0;2000.0;30.0;12.0;16.0
product_id_a5a621f7d81dc48c;casa_construcao;home_construction;home_construction;56.0;706.0;1.0;30000.0;40.0;79.0;40.0
product_id_a5a886a6b76f70a7;automotivo;auto;auto;48.0;334.0;1.0;500.0;30.0;30.0;30.0
product_id_a5aa7c2299db6568;moveis_decoracao;furniture_decor;furniture_decor;34.0;733.0;1.0;550.0;16.0;13.0;11.0
product_id_a5ab744cb24016e3;pet_shop;pet_shop;pet_shop;47.0;1621.0;2.0;150.0;16.0;20.0;16.0
product_id_a5ab87b848c0ed6a;cama_mesa_banho;bed_bath_table;bed_bath_table;62.0;665.0;1.0;2400.0;42.0;11.0;36.0
product_id_a5af411c9e61ce95;cama_mesa_banho;bed_bath_table;bed_bath_table;57.0;665.0;1.0;3600.0;34.0;8.0;38.0
product_id_a5b09124fff7e5cd;pet_shop;pet_shop;pet_shop;59.0;468.0;3.0;1750.0;31.0;16.0;26.0
product_id_a5b23785f4911b49;moveis_decoracao;furniture_decor;furniture_decor;62.0;472.0;1.0;500.0;46.0;10.0;60.0
product_id_a5b3f33e81d21211;beleza_saude;health_beauty;health_beauty;47.0;1267.0;1.0;300.0;20.0;9.0;15.0
product_id_a5b52cfbe2212f5b;relogios_presentes;watches_gifts;watches_gifts;53.0;539.0;2.0;197.0;16.0;11.0;12.0
product_id_a5b83c04c52a36e2;automotivo;auto;auto;53.0;744.0;1.0;2450.0;23.0;5.0;25.0
product_id_a5bad86dfe1ec692;cama_mesa_banho;bed_bath_table;bed_bath_table;40.0;207.0;1.0;700.0;35.0;7.0;27.0
product_id_a5bb406dfb737a95;brinquedos;toys;toys;55.0;460.0;1.0;1100.0;43.0;6.0;30.0
product_id_a5bc95fee1e2db40;informatica_acessorios;computers_accessories;computers_accessories;57.0;1225.0;1.0;775.0;30.0;13.0;15.0
product_id_a5bca2a948a70367;malas_acessorios;luggage_accessories;luggage_accessories;49.0;489.0;2.0;16250.0;18.0;53.0;39.0
product_id_a5bd4cc4d21dc3af;informatica_acessorios;computers_accessories;computers_accessories;47.0;492.0;1.0;250.0;18.0;9.0;16.0
product_id_a5c222e6f54491c8;automotivo;auto;auto;60.0;1780.0;2.0;550.0;21.0;18.0;13.0
product_id_a5c387a94fbcfde7;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;23.0;1252.0;3.0;100.0;16.0;12.0;11.0
product_id_a5c45d6b4f6b0286;informatica_acessorios;computers_accessories;computers_accessories;52.0;98.0;1.0;100.0;16.0;6.0;14.0
product_id_a5c5d262f856e2ac;moveis_decoracao;furniture_decor;furniture_decor;52.0;715.0;4.0;550.0;34.0;6.0;23.0
product_id_a5cae23c9d3621a1;relogios_presentes;watches_gifts;watches_gifts;49.0;270.0;1.0;450.0;23.0;8.0;16.0
product_id_a5cc37ef46aa99c4;moveis_decoracao;furniture_decor;furniture_decor;37.0;1165.0;2.0;1800.0;60.0;25.0;25.0
product_id_a5cf490de9abb3c2;eletronicos;electronics;electronics;45.0;1198.0;2.0;595.0;8.0;6.0;6.0
product_id_a5d01eb7f64e13b0;consoles_games;consoles_games;consoles_games;39.0;129.0;1.0;50.0;16.0;39.0;11.0
product_id_a5d032511198d503;moveis_decoracao;furniture_decor;furniture_decor;59.0;473.0;1.0;700.0;30.0;3.0;20.0
product_id_a5d033ad2d8ce779;utilidades_domesticas;housewares;housewares;58.0;364.0;1.0;1000.0;40.0;28.0;28.0
product_id_a5d63934313841ea;livros_tecnicos;books_technical;books_technical;42.0;492.0;1.0;450.0;29.0;2.0;17.0
product_id_a5d8261a216e5045;construcao_ferramentas_iluminacao;construction_tools_lights;construction_tools_lights;57.0;334.0;1.0;200.0;19.0;22.0;13.0
product_id_a5d839719bce5dfe;utilidades_domesticas;housewares;housewares;56.0;856.0;4.0;250.0;16.0;15.0;12.0
product_id_a5d9180562122466;moveis_decoracao;furniture_decor;furniture_decor;28.0;196.0;2.0;1000.0;35.0;25.0;25.0
product_id_a5d9842e4f6813dc;automotivo;auto;auto;55.0;2527.0;2.0;250.0;20.0;4.0;16.0
product_id_a5da1dfd2ea4d410;;;unknown;;;;200.0;16.0;2.0;11.0
product_id_a5dab5aaeda9047f;perfumaria;perfumery;perfumery;55.0;801.0;1.0;100.0;18.0;9.0;12.0
product_id_a5db38ba05f522fc;pet_shop;pet_shop;pet_shop;60.0;688.0;2.0;300.0;20.0;10.0;20.0
product_id_a5db77d785d53f4b;eletrodomesticos;home_appliances;home_appliances;50.0;719.0;1.0;100.0;16.0;3.0;13.0
product_id_a5dbafa7761dbb48;cama_mesa_banho;bed_bath_table;bed_bath_table;37.0;119.0;1.0;750.0;40.0;4.0;30.0
product_id_a5e1c43478970d44;ferramentas_jardim;garden_tools;garden_tools;47.0;1017.0;1.0;700.0;25.0;11.0;11.0
product_id_a5e1c84a81a412c2;cama_mesa_banho;bed_bath_table;bed_bath_table;57.0;492.0;1.0;1200.0;60.0;20.0;60.0
product_id_a5e1feb2c9d7f522;cool_stuff;cool_stuff;cool_stuff;24.0;243.0;5.0;250.0;24.0;15.0;16.0
product_id_a5e2f025e0de6da6;moveis_decoracao;furniture_decor;furniture_decor;41.0;721.0;3.0;900.0;32.0;6.0;28.0
product_id_a5e4236cfc90de32;esporte_lazer;sports_leisure;sports_leisure;55.0;1392.0;1.0;1150.0;16.0;16.0;16.0
product_id_a5e77069d5344dd5;pet_shop;pet_shop;pet_shop;45.0;1016.0;2.0;9400.0;47.0;15.0;34.0
product_id_a5e9432569b04521;telefonia;telephony;telephony;50.0;548.0;2.0;125.0;18.0;4.0;14.0
product_id_a5edf576677861e0;esporte_lazer;sports_leisure;sports_leisure;59.0;314.0;2.0;600.0;26.0;5.0;14.0
